0 	 0 
0.0488281 	 9.20821e-21 
0.0976562 	 1.31145e-20 
0.146484 	 -7.36883e-21 
0.195312 	 -1.88498e-21 
0.244141 	 -1.06988e-20 
0.292969 	 -9.48017e-21 
0.341797 	 -1.55268e-21 
0.390625 	 1.59173e-21 
0.439453 	 -2.37696e-21 
0.488281 	 1.11179e-21 
0.537109 	 -1.91026e-21 
0.585938 	 -8.68422e-22 
0.634766 	 -3.68136e-21 
0.683594 	 -7.06491e-22 
0.732422 	 1.24531e-21 
0.78125 	 -1.64558e-21 
0.830078 	 -6.16498e-22 
0.878906 	 1.61166e-21 
0.927734 	 7.87343e-23 
0.976562 	 -1.47464e-21 
1.02539 	 3.34011e-21 
1.07422 	 5.33091e-22 
1.12305 	 -5.32757e-22 
1.17188 	 -1.37077e-23 
1.2207 	 -1.34892e-21 
1.26953 	 -1.14323e-21 
1.31836 	 -3.96206e-21 
1.36719 	 3.45917e-22 
1.41602 	 -2.79301e-21 
1.46484 	 -1.00445e-21 
1.51367 	 -5.09111e-21 
1.5625 	 -1.06621e-21 
1.61133 	 -2.15355e-21 
1.66016 	 -1.29114e-21 
1.70898 	 5.58879e-22 
1.75781 	 1.65544e-21 
1.80664 	 -2.20972e-21 
1.85547 	 -8.52004e-22 
1.9043 	 -3.64653e-21 
1.95312 	 -2.40443e-21 
2.00195 	 -3.51813e-21 
2.05078 	 -7.09937e-22 
2.09961 	 -2.42082e-21 
2.14844 	 1.82267e-21 
2.19727 	 -6.7069e-22 
2.24609 	 -1.1592e-21 
2.29492 	 -3.6117e-22 
2.34375 	 1.1003e-21 
2.39258 	 -3.29252e-22 
2.44141 	 -5.02955e-22 
2.49023 	 1.11776e-21 
2.53906 	 6.70846e-22 
2.58789 	 9.11981e-22 
2.63672 	 2.30689e-22 
2.68555 	 1.40091e-21 
2.73438 	 -1.46561e-21 
2.7832 	 -1.73903e-21 
2.83203 	 1.60586e-22 
2.88086 	 -9.8347e-22 
2.92969 	 1.05382e-21 
2.97852 	 4.48666e-21 
3.02734 	 1.25993e-21 
3.07617 	 2.74407e-21 
3.125 	 -6.41506e-22 
3.17383 	 -1.24685e-21 
3.22266 	 3.11556e-21 
3.27148 	 2.55041e-21 
3.32031 	 -5.34343e-22 
3.36914 	 -1.006e-21 
3.41797 	 1.67915e-21 
3.4668 	 -2.44263e-21 
3.51562 	 -7.01535e-22 
3.56445 	 -3.08984e-22 
3.61328 	 -2.86561e-21 
3.66211 	 -1.74176e-21 
3.71094 	 1.22304e-21 
3.75977 	 1.82996e-21 
3.80859 	 -5.95037e-22 
3.85742 	 1.48383e-21 
3.90625 	 -8.00461e-24 
3.95508 	 2.33205e-21 
4.00391 	 -4.77488e-22 
4.05273 	 -8.33456e-23 
4.10156 	 3.29552e-21 
4.15039 	 1.55963e-21 
4.19922 	 -3.59459e-23 
4.24805 	 1.95433e-21 
4.29688 	 -4.02619e-22 
4.3457 	 1.36319e-22 
4.39453 	 -1.85185e-21 
4.44336 	 -1.54247e-21 
4.49219 	 -1.5484e-21 
4.54102 	 -8.2694e-22 
4.58984 	 -1.45166e-21 
4.63867 	 4.92382e-21 
4.6875 	 1.27515e-21 
