0 	 0 	 7.404e-15 	 2.79576e-15 
0 	 0.117188 	 -3765.76 	 -2.85023e-15 
0 	 0.234375 	 -2570.37 	 -4.15949e-15 
0 	 0.351562 	 -1561.61 	 -5.57973e-15 
0 	 0.46875 	 -1074.26 	 7.17413e-15 
0 	 0.585938 	 -793.045 	 4.98712e-14 
0 	 0.703125 	 -610.616 	 2.07055e-14 
0 	 0.820312 	 -483.111 	 4.0763e-14 
0 	 0.9375 	 -389.507 	 1.73407e-14 
0 	 1.05469 	 -318.409 	 -1.06427e-14 
0 	 1.17188 	 -263.048 	 2.42151e-15 
0 	 1.28906 	 -219.125 	 -3.99664e-14 
0 	 1.40625 	 -183.762 	 -5.62656e-15 
0 	 1.52344 	 -154.958 	 2.43972e-14 
0 	 1.64062 	 -131.272 	 2.54849e-14 
0 	 1.75781 	 -111.642 	 -1.53425e-15 
0 	 1.875 	 -95.2658 	 2.94496e-15 
0 	 1.99219 	 -81.5282 	 3.34156e-15 
0 	 2.10938 	 -69.949 	 5.99277e-15 
0 	 2.22656 	 -60.1487 	 1.71416e-14 
0 	 2.34375 	 -51.8244 	 1.14404e-14 
0 	 2.46094 	 -44.7313 	 -8.39004e-15 
0 	 2.57812 	 -38.6706 	 -2.6744e-14 
0 	 2.69531 	 -33.4792 	 -2.64666e-14 
0 	 2.8125 	 -29.0225 	 -1.38459e-14 
0 	 2.92969 	 -25.189 	 -1.0969e-14 
0 	 3.04688 	 -21.8856 	 -5.57879e-15 
0 	 3.16406 	 -19.0344 	 1.08751e-14 
0 	 3.28125 	 -16.5699 	 1.64989e-14 
0 	 3.39844 	 -14.4367 	 3.1777e-14 
0 	 3.51562 	 -12.588 	 -1.02823e-14 
0 	 3.63281 	 -10.984 	 -5.20067e-14 
0 	 3.75 	 -9.59096 	 -9.62961e-15 
0 	 3.86719 	 -8.37988 	 2.45003e-14 
0 	 3.98438 	 -7.32607 	 8.14106e-15 
0 	 4.10156 	 -6.40835 	 -9.16547e-15 
0 	 4.21875 	 -5.60851 	 -6.79655e-15 
0 	 4.33594 	 -4.91091 	 2.21066e-15 
0 	 4.45312 	 -4.30207 	 3.29095e-15 
0 	 4.57031 	 -3.77035 	 1.35086e-15 
0 	 4.6875 	 -3.30572 	 8.19228e-15 
0 	 4.80469 	 -2.89948 	 2.04361e-14 
0 	 4.92188 	 -2.54411 	 1.08705e-14 
0 	 5.03906 	 -2.23308 	 6.1869e-15 
0 	 5.15625 	 -1.96073 	 -3.08349e-14 
0 	 5.27344 	 -1.72214 	 -2.41798e-14 
0 	 5.39062 	 -1.51304 	 2.53218e-15 
0 	 5.50781 	 -1.32972 	 1.68932e-14 
0 	 5.625 	 -1.16893 	 1.30396e-14 
0 	 5.74219 	 -1.02786 	 1.35959e-14 
0 	 5.85938 	 -0.904036 	 -1.53275e-14 
0 	 5.97656 	 -0.795324 	 -1.65683e-14 
0 	 6.09375 	 -0.699847 	 -1.36937e-14 
0 	 6.21094 	 -0.615969 	 1.32213e-14 
0 	 6.32812 	 -0.542259 	 -1.00585e-14 
0 	 6.44531 	 -0.477468 	 4.04683e-15 
0 	 6.5625 	 -0.420502 	 -5.96413e-15 
0 	 6.67969 	 -0.370402 	 -2.32577e-14 
0 	 6.79688 	 -0.326331 	 1.30617e-14 
0 	 6.91406 	 -0.287554 	 -2.83349e-14 
0 	 7.03125 	 -0.253428 	 2.78189e-14 
0 	 7.14844 	 -0.223389 	 -9.0857e-15 
0 	 7.26562 	 -0.196941 	 -3.31027e-14 
